Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRJ34,16.523,reg,0,Health and Hygiene,197.3012,OUT045,2002,,Tier 2,Supermarket Type1,2316.7191
DRA09,5.754,Regular,0.292827625,Dairy,59.6385,OUT013,1987,High,Tier 3,Supermarket Type1,425.2349
FDY29,13.152,low fat,0,Household,247.2639,OUT027,1985,Medium,Tier 3,Supermarket Type3,1409.8563
FDN52,16.498,Low fat,0.290698356,Starchy Foods,186.091,OUT019,1985,Small,Tier 1,Grocery Store,336.6786
NCA32,,Low Fat,0.042299591,Hard Drinks,45.826,OUT035,2004,Small,Tier 2,Supermarket Type1,361.4243
NCA29,15.294,low fat,0.232004467,Hard Drinks,174.6605,OUT027,1985,,Tier 3,Supermarket Type3,508.9015
NCF43,18.553,Low Fat,0.297413027,Baking Goods,266.8768,OUT035,2004,Small,Tier 2,Supermarket Type1,1448.3487
NCL55,10.888,low fat,0,Others,256.0775,OUT049,1999,Medium,Tier 1,Supermarket Type1,2945.4812
NCA11,18.788,Low fat,0.094721321,Snack Foods,58.5946,OUT035,2004,,Tier 2,Supermarket Type1,750.0439
NCK20,10.482,Low fat,0.130392248,Household,221.0583,OUT049,1999,Medium,Tier 1,Supermarket Type1,3283.3693
NCP01,13.263,LF,0.15680033,Soft Drinks,81.0177,OUT046,1997,Small,Tier 1,Supermarket Type1,881.0145
DRE22,19.715,low fat,0.10253958,Canned,68.6916,OUT017,2007,,Tier 2,Supermarket Type1,797.0564
FDI33,17.235,Regular,0,Breads,82.962,OUT027,1985,Medium,Tier 3,Supermarket Type3,1308.2596
NCE42,10.911,Regular,0.213160339,Meat,143.7693,OUT045,2002,,Tier 2,Supermarket Type1,905.3507
DRB55,8.623,LF,0.17027835,Canned,221.4167,OUT013,1987,High,Tier 3,Supermarket Type1,3331.2776
FDL32,7.462,low fat,0.125180925,Hard Drinks,245.3705,OUT035,2004,Small,Tier 2,Supermarket Type1,1011.5076
DRF50,13.119,Regular,0.31010065,Soft Drinks,157.7319,OUT049,1999,Medium,Tier 1,Supermarket Type1,1907.9707
FDP07,10.832,Regular,0.12252094,Household,122.6135,OUT027,1985,Medium,Tier 3,Supermarket Type3,2275.8846
NCJ56,17.285,regular,0,Baking Goods,208.3685,OUT013,1987,High,Tier 3,Supermarket Type1,1143.8808
FDO54,10.109,Regular,0.22801823,Hard Drinks,142.6145,OUT017,2007,,Tier 2,Supermarket Type1,2559.7258
NCG46,5.845,Regular,0.111183556,Canned,90.3871,OUT045,2002,,Tier 2,Supermarket Type1,1398.5817
FDY50,,Low fat,0.320906246,Breads,100.0492,OUT046,1997,Small,Tier 1,Supermarket Type1,580.9724
FDQ45,18.153,Regular,0,Soft Drinks,140.4976,OUT017,2007,,Tier 2,Supermarket Type1,1815.9318
DRI50,7.463,Low fat,0,Baking Goods,157.4203,OUT049,1999,Medium,Tier 1,Supermarket Type1,429.6797
FDP24,,low fat,0.109820293,Soft Drinks,85.9956,OUT013,1987,High,Tier 3,Supermarket Type1,756.1063
DRE59,,low fat,0.003642091,Seafood,100.9742,OUT010,1998,,Tier 3,Grocery Store,177.6112
DRJ17,12.84,Regular,0,Dairy,225.8679,OUT018,2009,Medium,Tier 3,Supermarket Type2,3335.5837
FDI16,19.295,low fat,0.247904549,Canned,49.6463,OUT018,2009,Medium,Tier 3,Supermarket Type2,675.0519
NCG29,10.899,reg,0.283337127,Starchy Foods,220.3036,OUT018,2009,Medium,Tier 3,Supermarket Type2,3675.09
FDQ08,13.643,reg,0.156014104,Snack Foods,157.189,OUT018,2009,Medium,Tier 3,Supermarket Type2,2145.43
DRI32,,LF,0.301554342,Household,250.6642,OUT027,1985,Medium,Tier 3,Supermarket Type3,3128.7478
FDN35,17.277,Regular,0.077730558,Frozen Foods,46.992,OUT017,2007,,Tier 2,Supermarket Type1,730.8951
FDU20,6.762,LF,0.225422589,Meat,141.4231,OUT045,2002,,Tier 2,Supermarket Type1,2073.2611
FDB41,16.326,Low Fat,0.280332889,Hard Drinks,98.8855,OUT027,1985,Medium,Tier 3,Supermarket Type3,1486.8578
FDG40,4.564,Low fat,0.030300696,Dairy,144.0597,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.5684
DRB32,9.18,Low fat,0.041672511,Breakfast,130.8813,OUT013,1987,High,Tier 3,Supermarket Type1,1185.2791
NCA40,14.94,Regular,0.293756712,Canned,115.3264,OUT018,2009,Medium,Tier 3,Supermarket Type2,1229.6408
NCJ07,7.694,Regular,0.287210782,Others,153.9262,OUT013,1987,High,Tier 3,Supermarket Type1,2163.1557
DRC21,9.638,Regular,0,Seafood,33.0416,OUT049,1999,Medium,Tier 1,Supermarket Type1,434.1895
NCX43,4.882,regular,0.319973683,Soft Drinks,143.5972,OUT035,2004,Small,Tier 2,Supermarket Type1,2936.2277
NCP21,14.591,low fat,0.272801915,Health and Hygiene,107.7305,OUT035,2004,Small,Tier 2,Supermarket Type1,2230.0246
NCX07,19.609,regular,0.097097097,Snack Foods,132.8273,OUT045,2002,,Tier 2,Supermarket Type1,818.1316
FDU20,5.955,Low fat,0,Household,244.3284,OUT018,2009,Medium,Tier 3,Supermarket Type2,1153.264
FDA15,13.5,Regular,0,Others,182.5068,OUT027,1985,Medium,Tier 3,Supermarket Type3,3645.8555
FDA55,7.304,low fat,0.127545493,Snack Foods,108.3019,OUT049,1999,Medium,Tier 1,Supermarket Type1,708.0578
FDD06,13.838,low fat,0.006475772,Frozen Foods,70.1907,OUT049,1999,Medium,Tier 1,Supermarket Type1,1102.1445
FDD35,19.422,Low Fat,0,Meat,128.3827,OUT027,1985,Medium,Tier 3,Supermarket Type3,1119.8551
NCA37,8.289,Regular,0.120203165,Health and Hygiene,54.2148,OUT049,1999,Medium,Tier 1,Supermarket Type1,633.8057
FDB55,13.181,Regular,0.29379625,Breakfast,245.6866,OUT035,2004,Small,Tier 2,Supermarket Type1,629.5354
NCE37,14.88,Low fat,0,Seafood,146.2301,OUT017,2007,,Tier 2,Supermarket Type1,569.8671
FDG21,,Regular,0,Starchy Foods,165.9173,OUT013,1987,High,Tier 3,Supermarket Type1,478.6805
FDJ18,9.768,regular,0.192057629,Dairy,131.7635,OUT018,2009,Medium,Tier 3,Supermarket Type2,15665.9146
FDX13,18.049,Low Fat,0.061196753,Starchy Foods,254.1489,OUT049,1999,Medium,Tier 1,Supermarket Type1,5418.968
FDO12,,reg,0.255661752,Breakfast,170.6054,OUT017,2007,,Tier 2,Supermarket Type1,1290.5123
FDB22,19.901,Regular,0.298254669,Breads,192.2786,OUT013,1987,High,Tier 3,Supermarket Type1,1480.8895
FDL57,,Regular,0.119393893,Seafood,38.3164,OUT049,1999,Medium,Tier 1,Supermarket Type1,829.5589
DRA34,14.767,Low Fat,0.009046004,Baking Goods,85.0981,OUT013,1987,High,Tier 3,Supermarket Type1,830.1769
FDW22,14.898,LF,0.304255535,Health and Hygiene,68.981,OUT049,1999,Medium,Tier 1,Supermarket Type1,1142.4976
DRC36,11.072,Regular,0.270028184,Frozen Foods,173.03,OUT013,1987,High,Tier 3,Supermarket Type1,458.5187
FDG19,9.244,regular,0,Snack Foods,150.2541,OUT018,2009,Medium,Tier 3,Supermarket Type2,2573.0046
FDK21,10.355,Regular,0.250171276,Soft Drinks,82.7456,OUT045,2002,,Tier 2,Supermarket Type1,1588.4465
FDG19,17.932,low fat,0.022513505,Seafood,148.0522,OUT018,2009,Medium,Tier 3,Supermarket Type2,1909.0638
DRE47,11.551,low fat,0,Soft Drinks,140.634,OUT018,2009,Medium,Tier 3,Supermarket Type2,1330.3982
FDH29,,reg,0,Breakfast,232.1339,OUT049,1999,Medium,Tier 1,Supermarket Type1,4012.7607
FDJ01,4.774,low fat,0.177308654,Household,192.3127,OUT049,1999,Medium,Tier 1,Supermarket Type1,2287.2875
NCL37,12.404,LF,0.285903726,Meat,249.8733,OUT035,2004,Small,Tier 2,Supermarket Type1,5367.6506
NCA52,13.101,Regular,0.066893727,Snack Foods,237.8881,OUT018,2009,Medium,Tier 3,Supermarket Type2,2538.299
FDQ40,,reg,0.300577088,Baking Goods,104.0513,OUT010,1998,,Tier 3,Grocery Store,347.0764
NCC09,13.52,Regular,0.316961855,Starchy Foods,0.2688,OUT013,1987,High,Tier 3,Supermarket Type1,776.813
NCC02,5.624,reg,0,Meat,166.4416,OUT045,2002,,Tier 2,Supermarket Type1,3267.1677
FDB53,11.383,regular,0,Household,185.1003,OUT017,2007,,Tier 2,Supermarket Type1,1874.0608
DRZ41,,low fat,0.133165227,Soft Drinks,264.2484,OUT019,1985,Small,Tier 1,Grocery Store,545.9352
NCG48,8.28,Regular,0.169049749,Canned,55.4343,OUT027,1985,Medium,Tier 3,Supermarket Type3,891.079
DRE09,6.755,Low Fat,0.172091568,Soft Drinks,230.7124,OUT018,2009,Medium,Tier 3,Supermarket Type2,4805.395
FDA55,9.435,Regular,0.013902221,Soft Drinks,262.3627,OUT017,2007,,Tier 2,Supermarket Type1,1337.8322
NCL38,,regular,0.267580668,Household,56.6068,OUT018,2009,,Tier 3,Supermarket Type2,740.266
NCP02,12.698,Regular,0,Snack Foods,55.0083,OUT035,2004,Small,Tier 2,Supermarket Type1,1091.8825
NCJ02,10.753,low fat,0.111184038,Canned,169.9466,OUT018,2009,Medium,Tier 3,Supermarket Type2,1531.033
FDR38,6.968,LF,0,Dairy,152.7642,OUT046,1997,,Tier 1,Supermarket Type1,2576.9176
FDJ11,10.491,regular,0.135155061,Household,55.3706,OUT013,1987,High,Tier 3,Supermarket Type1,273.4546
DRF51,19.561,Regular,0,Hard Drinks,228.6236,OUT027,1985,Medium,Tier 3,Supermarket Type3,4833.5495
FDH56,13.796,Low Fat,0,Canned,188.9364,OUT027,1985,Medium,Tier 3,Supermarket Type3,474.0436
FDR47,7.235,low fat,0,Dairy,251.2139,OUT018,2009,Medium,Tier 3,Supermarket Type2,1636.0864
NCE29,10.633,Low fat,0.186250597,Breads,77.8972,OUT027,1985,Medium,Tier 3,Supermarket Type3,1067.9625
DRH50,11.31,Regular,0,Fruits and Vegetables,237.4162,OUT035,2004,Small,Tier 2,Supermarket Type1,1174.9872
NCL50,10.59,Regular,0.205894552,Starchy Foods,49.0868,OUT046,1997,Small,Tier 1,Supermarket Type1,422.4909
FDR26,,Low fat,0,Household,87.7131,OUT013,1987,High,Tier 3,Supermarket Type1,1649.3638
FDC21,18.295,regular,0.027665761,Snack Foods,146.5263,OUT046,1997,Small,Tier 1,Supermarket Type1,2072.0798
FDK47,16.25,low fat,0,Soft Drinks,175.6477,OUT049,1999,Medium,Tier 1,Supermarket Type1,1599.7551
NCD10,4.735,regular,0,Hard Drinks,264.478,OUT049,1999,Medium,Tier 1,Supermarket Type1,1780.3016
FDC43,7.806,Regular,0,Baking Goods,50.9002,OUT018,2009,Medium,Tier 3,Supermarket Type2,698.1022
NCR32,8.808,low fat,0.304783573,Dairy,167.187,OUT017,2007,,Tier 2,Supermarket Type1,3438.5837
FDJ52,6.363,Regular,0.141560146,Seafood,146.9282,OUT049,1999,Medium,Tier 1,Supermarket Type1,811.8269
FDM31,,Low fat,0.210676074,Breads,157.216,OUT013,1987,High,Tier 3,Supermarket Type1,918.5756
NCH11,12.329,Regular,0,Soft Drinks,140.4037,OUT027,1985,Medium,Tier 3,Supermarket Type3,2938.3865
FDS28,12.598,Regular,0,Fruits and Vegetables,194.4737,OUT046,1997,Small,Tier 1,Supermarket Type1,2689.8562
DRF34,6.055,Regular,0.093917078,Household,65.3403,OUT019,1985,Small,Tier 1,Grocery Store,282.795
NCB11,12.894,low fat,0.029414724,Breads,80.0749,OUT035,2004,Small,Tier 2,Supermarket Type1,216.3462
NCL06,19.936,Regular,0,Snack Foods,89.9412,OUT046,1997,Small,Tier 1,Supermarket Type1,253.3663
FDR45,14.187,low fat,0,Others,106.7453,OUT013,1987,High,Tier 3,Supermarket Type1,2198.9158
FDG34,17.691,LF,0.144761464,Fruits and Vegetables,258.1353,OUT046,1997,Small,Tier 1,Supermarket Type1,1954.4168
FDH38,,Regular,0.30486584,Breakfast,160.8572,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.5254
FDH27,5.353,low fat,0.314739573,Baking Goods,81.47,OUT035,2004,Small,Tier 2,Supermarket Type1,1733.8441
FDI50,,Regular,0,Soft Drinks,33.9465,OUT010,1998,,Tier 3,Grocery Store,133.576
FDR47,15.151,low fat,0.255588607,Frozen Foods,67.3718,OUT013,1987,High,Tier 3,Supermarket Type1,307.4786
DRB33,4.86,Regular,0,Seafood,99.669,OUT013,1987,High,Tier 3,Supermarket Type1,2053.2862
NCL54,15.337,reg,0.240236473,Hard Drinks,169.4546,OUT046,1997,Small,Tier 1,Supermarket Type1,614.9789
FDS14,10.632,low fat,0.293829334,Starchy Foods,178.3204,OUT045,2002,,Tier 2,Supermarket Type1,2159.741
FDK06,,low fat,0.249288689,Soft Drinks,179.6368,OUT046,1997,Small,Tier 1,Supermarket Type1,1903.8975
FDX19,7.539,Low fat,0.092085706,Meat,236.4053,OUT018,2009,Medium,Tier 3,Supermarket Type2,4984.576
FDD27,14.757,LF,0,Others,104.8156,OUT049,1999,Medium,Tier 1,Supermarket Type1,299.403
FDI01,,low fat,0.079780317,Canned,140.5695,OUT017,2007,,Tier 2,Supermarket Type1,1860.9269
FDJ46,13.165,Regular,0.04881018,Canned,242.2812,OUT017,2007,,Tier 2,Supermarket Type1,2199.5424
DRD28,7.568,regular,0.277561186,Others,92.837,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.2303
NCH10,7.808,regular,0,Frozen Foods,37.5357,OUT045,2002,,Tier 2,Supermarket Type1,174.0969
NCF22,5.596,Regular,0.115565334,Fruits and Vegetables,149.2279,OUT027,1985,Medium,Tier 3,Supermarket Type3,1539.1013
NCE33,17.11,Regular,0.20109085,Snack Foods,124.9799,OUT013,1987,High,Tier 3,Supermarket Type1,2338.1484
FDS30,19.611,Low Fat,0.085985006,Meat,205.7392,OUT013,1987,High,Tier 3,Supermarket Type1,4068.2063
FDW17,11.485,low fat,0.020509319,Household,131.1472,OUT046,1997,Small,Tier 1,Supermarket Type1,2811.6957
NCC13,14.171,Regular,0.065717604,Meat,52.8627,OUT027,1985,Medium,Tier 3,Supermarket Type3,528.9306
NCJ57,17.149,Low Fat,0,Health and Hygiene,227.4435,OUT046,1997,Small,Tier 1,Supermarket Type1,1886.7973
FDQ13,16.29,Low Fat,0.312310007,Starchy Foods,127.162,OUT018,2009,Medium,Tier 3,Supermarket Type2,2190.028
FDB43,13.329,low fat,0.295527738,Starchy Foods,51.254,OUT049,1999,Medium,Tier 1,Supermarket Type1,830.0639
DRA07,18.24,regular,0.237654368,Dairy,170.2003,OUT049,1999,Medium,Tier 1,Supermarket Type1,1499.2636
DRF38,15.327,LF,0.097263286,Breakfast,211.1624,OUT019,1985,Small,Tier 1,Grocery Store,910.211
DRE17,17.006,Low Fat,0.232841113,Health and Hygiene,77.404,OUT035,2004,Small,Tier 2,Supermarket Type1,1481.025
DRF44,20.015,regular,0.13255118,Health and Hygiene,113.1366,OUT027,1985,Medium,Tier 3,Supermarket Type3,854.7512
NCX24,17.245,Low Fat,0.004978068,Dairy,55.0114,OUT049,1999,Medium,Tier 1,Supermarket Type1,584.9449
FDL09,10.167,LF,0.102009267,Others,129.4194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1888.1539
NCR35,,LF,0,Frozen Foods,61.3376,OUT027,1985,Medium,Tier 3,Supermarket Type3,376.5661
DRC32,,Regular,0,Seafood,198.5995,OUT013,1987,High,Tier 3,Supermarket Type1,1627.6725
FDA30,,Regular,0.134275312,Starchy Foods,78.2705,OUT013,1987,High,Tier 3,Supermarket Type1,1473.3659
NCH40,10.795,Regular,0.297921101,Hard Drinks,114.2376,OUT046,1997,Small,Tier 1,Supermarket Type1,486.6394
FDK51,19.033,low fat,0.062983688,Hard Drinks,146.92,OUT013,1987,High,Tier 3,Supermarket Type1,659.1416
NCC37,,Low fat,0.22152443,Health and Hygiene,216.8229,OUT049,1999,Medium,Tier 1,Supermarket Type1,2227.3559
FDR01,7.717,Regular,0.223967846,Snack Foods,238.4577,OUT049,1999,Medium,Tier 1,Supermarket Type1,3882.94
NCG44,,Regular,0.178975003,Canned,111.229,OUT027,1985,Medium,Tier 3,Supermarket Type3,2148.6568
NCX15,9.819,Regular,0.01142143,Starchy Foods,31.5891,OUT049,1999,Medium,Tier 1,Supermarket Type1,562.772
FDS03,19.81,Regular,0.193236208,Breakfast,33.9433,OUT018,2009,Medium,Tier 3,Supermarket Type2,91.3427
NCP47,12.493,Regular,0,Hard Drinks,243.8447,OUT010,1998,,Tier 3,Grocery Store,720.0171
FDC53,,low fat,0,Snack Foods,65.6183,OUT049,1999,Medium,Tier 1,Supermarket Type1,184.8737
FDR37,9.342,Low fat,0,Snack Foods,229.3241,OUT027,1985,,Tier 3,Supermarket Type3,4738.0265
FDG04,8.634,Low fat,0.007230676,Dairy,33.6227,OUT027,1985,Medium,Tier 3,Supermarket Type3,151.0348
NCE09,12.085,low fat,0.148146261,Soft Drinks,206.8474,OUT035,2004,Small,Tier 2,Supermarket Type1,943.1049
FDW31,,low fat,0.100585827,Others,154.0647,OUT010,1998,,Tier 3,Grocery Store,363.0285
FDU58,,low fat,0,Meat,169.4512,OUT045,2002,,Tier 2,Supermarket Type1,2671.1365
NCR54,8.704,reg,0.150801813,Fruits and Vegetables,42.466,OUT013,1987,High,Tier 3,Supermarket Type1,760.094
NCH35,12.069,LF,0.005112097,Dairy,199.9842,OUT018,2009,Medium,Tier 3,Supermarket Type2,3222.489
DRH52,6.891,Low fat,0,Dairy,223.8079,OUT013,1987,High,Tier 3,Supermarket Type1,3746.8096
DRK45,8.891,Regular,0,Frozen Foods,37.6592,OUT018,2009,Medium,Tier 3,Supermarket Type2,768.7322
FDC15,9.233,regular,0.17059232,Snack Foods,46.2248,OUT027,1985,Medium,Tier 3,Supermarket Type3,888.8277
FDX52,7.543,low fat,0.188038651,Seafood,117.0683,OUT027,1985,Medium,Tier 3,Supermarket Type3,346.0288
NCJ54,,Regular,0.165580772,Meat,253.499,OUT035,2004,Small,Tier 2,Supermarket Type1,3917.1259
NCH49,6.127,Regular,0,Snack Foods,151.8039,OUT018,2009,Medium,Tier 3,Supermarket Type2,2128.1807
NCH54,11.364,LF,0,Health and Hygiene,146.075,OUT046,1997,Small,Tier 1,Supermarket Type1,2013.5934
FDS40,16.126,regular,0.21298299,Health and Hygiene,70.5142,OUT010,1998,,Tier 3,Grocery Store,67.6943
DRC20,13.63,low fat,0,Health and Hygiene,117.6228,OUT018,2009,Medium,Tier 3,Supermarket Type2,485.2958
NCF07,10.057,Regular,0,Canned,109.8175,OUT049,1999,Medium,Tier 1,Supermarket Type1,2016.7476
FDE57,11.401,Low Fat,0.184622958,Health and Hygiene,80.0698,OUT019,1985,Small,Tier 1,Grocery Store,31.6051
FDJ12,10.845,reg,0.023796859,Hard Drinks,54.7204,OUT049,1999,Medium,Tier 1,Supermarket Type1,514.4264
DRC55,,reg,0.245139808,Seafood,53.623,OUT017,2007,,Tier 2,Supermarket Type1,142.2703
NCC13,17.069,low fat,0.246642085,Seafood,126.8191,OUT049,1999,Medium,Tier 1,Supermarket Type1,2144.5327
FDC26,7.923,low fat,0,Canned,191.6002,OUT010,1998,,Tier 3,Grocery Store,882.0792
NCG05,16.573,Regular,0.142711639,Household,90.9873,OUT027,1985,Medium,Tier 3,Supermarket Type3,1343.8822
NCF27,13.723,Low fat,0.05930073,Household,99.5862,OUT049,1999,Medium,Tier 1,Supermarket Type1,756.7231
FDH33,14.355,low fat,1.822090255,Household,122.7152,OUT013,1987,High,Tier 3,Supermarket Type1,1659.808
FDF58,18.908,low fat,0,Snack Foods,204.8113,OUT049,1999,Medium,Tier 1,Supermarket Type1,3551.6956
FDE06,16.407,Regular,0.201183126,Meat,38.6068,OUT013,1987,High,Tier 3,Supermarket Type1,490.7371
FDW10,,LF,0.084203494,Household,40.1807,OUT027,1985,Medium,Tier 3,Supermarket Type3,335.7458
DRA52,17.198,low fat,0,Baking Goods,163.8625,OUT046,1997,Small,Tier 1,Supermarket Type1,2408.8271
FDB58,15.487,low fat,0.064935702,Meat,85.2666,OUT049,1999,Medium,Tier 1,Supermarket Type1,934.1298
FDS53,5.858,low fat,0,Canned,66.5094,OUT010,1998,,Tier 3,Grocery Store,246.5269
NCB20,20.318,reg,0,Health and Hygiene,158.7626,OUT019,1985,Small,Tier 1,Grocery Store,333.1522
NCK34,15.856,regular,0,Snack Foods,93.0954,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.8772
FDA51,8.147,Regular,0,Breakfast,80.6027,OUT010,1998,,Tier 3,Grocery Store,146.7592
DRH56,8.787,LF,0.235080944,Frozen Foods,251.4834,OUT018,2009,Medium,Tier 3,Supermarket Type2,2465.1122
NCC25,12.898,regular,0.12961125,Baking Goods,266.5069,OUT018,2009,Medium,Tier 3,Supermarket Type2,3320.5943
FDZ03,,Regular,0.305599118,Health and Hygiene,230.3391,OUT045,2002,,Tier 2,Supermarket Type1,3140.9413
NCA45,10.255,reg,0,Breakfast,252.6709,OUT018,2009,Medium,Tier 3,Supermarket Type2,4683.578
DRJ02,,Low fat,0.090052931,Frozen Foods,159.5656,OUT027,1985,Medium,Tier 3,Supermarket Type3,610.8621
FDT39,5.526,Low fat,0,Fruits and Vegetables,63.66,OUT035,2004,Small,Tier 2,Supermarket Type1,940.8553
DRD10,18.456,Regular,0.166857226,Starchy Foods,139.0253,OUT035,2004,Small,Tier 2,Supermarket Type1,2174.9734
NCJ46,11.524,LF,0.262920394,Others,239.3657,OUT035,2004,Small,Tier 2,Supermarket Type1,3500.9451
FDD08,16.79,reg,0,Hard Drinks,232.3763,OUT045,2002,,Tier 2,Supermarket Type1,4188.8582
DRK34,5.318,low fat,0.198696453,Meat,85.9269,OUT046,1997,Small,Tier 1,Supermarket Type1,1035.6424
FDU14,,low fat,0.130921017,Household,145.167,OUT018,2009,Medium,Tier 3,Supermarket Type2,3074.3232
FDG60,14.601,low fat,0,Breads,42.1212,OUT013,1987,,Tier 3,Supermarket Type1,416.1302
FDO17,,LF,0.208987834,Hard Drinks,165.302,OUT013,1987,High,Tier 3,Supermarket Type1,3463.9897
FDI16,,Low Fat,0,Canned,130.7029,OUT018,2009,Medium,Tier 3,Supermarket Type2,1821.3444
DRD56,11.19,regular,0.046077626,Baking Goods,69.7886,OUT045,2002,,Tier 2,Supermarket Type1,504.1643
DRH42,15.006,Low fat,0.240862275,Frozen Foods,179.3943,OUT045,2002,,Tier 2,Supermarket Type1,2760.5486
NCH12,,Regular,0.204819315,Others,44.0085,OUT010,1998,,Tier 3,Grocery Store,160.7247
FDH55,14.769,low fat,0.134663197,Soft Drinks,95.0126,OUT049,1999,Medium,Tier 1,Supermarket Type1,679.6291
FDP23,18.652,low fat,0.112097071,Health and Hygiene,99.8083,OUT018,2009,Medium,Tier 3,Supermarket Type2,817.4792
FDW60,,Regular,0.213732579,Health and Hygiene,83.6958,OUT019,1985,Small,Tier 1,Grocery Store,188.0415
FDT57,18.757,Regular,0.207592709,Breakfast,184.0461,OUT017,2007,,Tier 2,Supermarket Type1,2783.1046
NCI27,16.664,low fat,0.014028976,Starchy Foods,55.6318,OUT027,1985,Medium,Tier 3,Supermarket Type3,576.073
DRE03,6.932,Regular,0,Dairy,38.0039,OUT049,1999,Medium,Tier 1,Supermarket Type1,538.5493
FDA54,5.716,Regular,0,Breads,47.8873,OUT013,1987,High,Tier 3,Supermarket Type1,991.3207
FDV20,,Low Fat,0,Meat,77.6742,OUT045,2002,,Tier 2,Supermarket Type1,848.4356
DRD43,7.543,Regular,0.170772837,Breads,178.5315,OUT018,2009,Medium,Tier 3,Supermarket Type2,2184.2384
DRH17,10.255,Low Fat,0.309359162,Breads,110.5697,OUT010,1998,,Tier 3,Grocery Store,186.2195
NCE44,20.759,low fat,0.139162688,Baking Goods,141.3457,OUT046,1997,,Tier 1,Supermarket Type1,1585.4536
FDG50,12.39,Regular,0.070367196,Baking Goods,255.547,OUT018,2009,Medium,Tier 3,Supermarket Type2,3002.604
NCR06,,regular,0.008198438,Hard Drinks,186.6477,OUT018,2009,Medium,Tier 3,Supermarket Type2,2718.7715
DRK27,17.412,Low fat,0.152084193,Frozen Foods,162.8546,OUT027,1985,Medium,Tier 3,Supermarket Type3,3210.6896
FDE04,,low fat,0,Dairy,222.7437,OUT027,1985,Medium,Tier 3,Supermarket Type3,3173.4545
NCC50,,LF,0.192594677,Household,196.6981,OUT010,1998,,Tier 3,Grocery Store,281.0933
FDO12,10.961,Low Fat,0.187647018,Dairy,83.5457,OUT046,1997,Small,Tier 1,Supermarket Type1,1649.8966
NCH56,17.28,low fat,0.031786211,Starchy Foods,237.7327,OUT045,2002,,Tier 2,Supermarket Type1,3986.6125
FDH50,7.042,regular,0,Meat,183.4802,OUT017,2007,,Tier 2,Supermarket Type1,2964.3424
DRF56,5.983,low fat,0.151845535,Breads,244.2423,OUT018,2009,Medium,Tier 3,Supermarket Type2,712.9494
NCK52,,reg,0.272331146,Household,202.9459,OUT049,1999,Medium,Tier 1,Supermarket Type1,4286.4106
FDO39,15.055,reg,0.300571752,Household,227.9988,OUT013,1987,,Tier 3,Supermarket Type1,692.4588
DRB49,10.407,Low Fat,0.183869395,Breads,84.0991,OUT049,1999,Medium,Tier 1,Supermarket Type1,1727.9391
NCH54,9.361,Low fat,0,Health and Hygiene,135.521,OUT035,2004,Small,Tier 2,Supermarket Type1,2448.5885
FDQ25,5.645,regular,0.027302565,Frozen Foods,248.5776,OUT010,1998,,Tier 3,Grocery Store,1068.4571
NCX28,7.481,Low fat,0,Hard Drinks,137.8293,OUT046,1997,Small,Tier 1,Supermarket Type1,619.0014
FDQ60,20.069,low fat,0.219540316,Breads,246.0283,OUT049,1999,Medium,Tier 1,Supermarket Type1,1015.5051
NCG12,7.664,Regular,0.134207703,Frozen Foods,59.9383,OUT049,1999,Medium,Tier 1,Supermarket Type1,1159.4749
